id,stem,surface_kind,xres,yres,xreal_m,z_range_m,clean_rms_m,degraded_rms_m,has_real_periodicity,n_artifacts,tilt,bow,row_offsets,scars,spikes,hum,line_noise,bow_amp_m,hum_amp_m,hum_angle_deg,hum_period_px,line_noise_sigma_m,n_particles,n_scars,n_spikes,n_terraces,psd_beta,row_offset_sigma_m,scar_amp_m,spike_amp_m,tilt_x_m,tilt_y_m,true_angle_deg,true_period_px
405,00405_terraces,terraces,256,256,1e-05,4.980140400036923e-07,1.240117359995801e-07,1.2515065320263926e-07,0,1,0,0,0,1,0,0,0,,,,,,,10,,2,,,1.4726527804514526e-07,,,,,
406,00406_particles,particles,256,256,5e-05,8.594038745479224e-07,1.727485961487616e-07,3.020924850210424e-07,0,2,0,1,0,0,1,0,0,-1.989138382646151e-06,,,,,59,,17,,,,,3.9510578162918795e-06,,,,
407,00407_grating,grating,256,256,2e-05,9.504985859041234e-07,4.2208972355831403e-07,4.357838978620939e-07,1,2,0,1,0,0,0,0,1,-9.317387680964909e-07,,,,4.989320247201269e-08,,,,,,,,,,,173.62,25.35
408,00408_smooth,smooth,256,256,2e-05,5.309731634937003e-07,1.1486373169274089e-07,1.2425059370089033e-07,0,1,0,0,0,1,0,0,0,,,,,,,8,,,,,4.209385158371054e-07,,,,,
409,00409_smooth,smooth,256,256,5e-05,5.880403779429457e-07,1.2309839416196758e-07,2.69872452148094e-07,0,5,0,1,0,1,1,1,1,1.6742052896800995e-06,9.037204921188103e-08,157.249,7.447,8.280199841649095e-08,,4,37,,,,6.058245634865603e-07,1.990284551028132e-06,,,,
410,00410_terraces,terraces,256,256,1e-05,3.8006725962488934e-07,9.462518757387217e-08,2.5041818870543374e-07,0,5,0,1,1,1,1,1,0,1.4856957470827805e-06,1.1429205700134793e-07,141.073,19.708,,,2,4,2,,1.1588980230380409e-07,3.967862666958521e-07,2.2672098494298414e-06,,,,
411,00411_lattice,lattice,256,256,5e-06,1.3281267904203657e-06,3.320874446198645e-07,4.769260470820292e-07,1,4,0,0,1,1,1,1,0,,3.5576844601266864e-07,20.329,17.798,,,7,6,,,1.896964177478919e-07,7.603110172521678e-07,7.77437000408372e-06,,,54.76,11.15
412,00412_particles,particles,256,256,1e-05,8.276514486411747e-07,1.511089205291501e-07,7.005154693814615e-07,0,4,1,1,0,0,1,1,0,1.6861935881640398e-07,3.856801534987148e-07,40.22,8.582,,21,,18,,,,,3.133432623462097e-06,-1.9466530974351576e-06,1.1073319708448447e-06,,
413,00413_lattice,lattice,256,256,2e-05,1.3348365634359002e-06,3.3372311130446505e-07,5.162274351355662e-07,1,3,0,0,1,0,1,1,0,,4.083951507750995e-07,5.314,4.397,,,,5,,,2.489601064480163e-07,,4.664577820279115e-06,,,45.2,10.76
414,00414_grating,grating,256,256,1e-05,6.96066831223201e-07,3.067263339361221e-07,4.796840045202889e-07,1,5,1,0,1,0,1,1,1,,1.6622402943577907e-07,35.068,24.897,5.061916766796085e-08,,,1,,,1.014945725613998e-07,,1.1470063418277517e-06,-9.750066630064094e-07,-6.125712262051933e-07,51.1,36.64
415,00415_lattice,lattice,256,256,2e-05,4.85984647105871e-07,1.214971315783149e-07,3.7942443007682633e-07,1,5,1,0,1,1,0,1,1,,2.2802222737984706e-07,119.082,11.343,2.5577919066878492e-08,,6,,,,3.209686941418738e-08,1.4515387946895925e-07,,1.1023736940919394e-06,-5.9623248104967185e-09,72.16,11.07
416,00416_grating,grating,256,256,1e-05,1.3716205751977984e-06,6.140078614850933e-07,1.29372332331376e-06,1,3,1,1,0,0,0,1,0,1.0366827805565146e-06,6.312711372352262e-07,30.277,9.499,,,,,,,,,,3.1169567585337862e-06,-1.8048016017264543e-06,117.46,22.18
417,00417_particles,particles,256,256,2e-05,1.2636606243650322e-06,2.2127619631483857e-07,6.505248033314152e-07,0,5,0,1,1,1,0,1,1,-3.4706772862203307e-06,4.121805662729305e-07,59.17,26.008,8.421494125571353e-08,24,1,,,,2.662634122840602e-07,1.049154769331369e-06,,,,,
418,00418_rough,rough,256,256,1e-05,1.3003963544958086e-06,2.1963621422243618e-07,2.2205335383537393e-07,0,1,0,0,0,0,0,0,1,,,,,3.2949025478539434e-08,,,,,3.036,,,,,,,
419,00419_grating,grating,256,256,5e-06,5.607754534616433e-07,2.3742540887567692e-07,3.9727308369548157e-07,1,3,0,1,1,0,0,1,0,-2.040110413450749e-06,2.3769867655879992e-07,60.458,25.65,,,,,,,1.9211422414645103e-07,,,,,56.15,28.82
420,00420_terraces,terraces,256,256,1e-05,7.39804264722409e-07,1.3351564921833731e-07,6.2739669983302e-07,0,3,1,1,1,0,0,0,0,6.324218226812208e-07,,,,,,,,4,,4.6703618870051177e-08,,,-1.1506197466728418e-06,1.5954409789566667e-06,,
421,00421_rough,rough,256,256,1e-05,3.083822832030191e-07,3.93529923581392e-08,1.3059268304016185e-07,0,2,1,1,0,0,0,0,0,3.26434974886235e-08,,,,,,,,,2.082,,,,-3.0196646798706427e-07,3.4727141076010407e-07,,
422,00422_smooth,smooth,256,256,1e-05,8.534263691189036e-07,2.1480274045957642e-07,1.1537495126627936e-06,0,2,1,0,0,0,1,0,0,,,,,,,,11,,,,,3.5773351653495426e-06,2.298391777941649e-06,-2.488601376311333e-06,,
423,00423_particles,particles,256,256,1e-05,1.8649790329428294e-07,3.3085413304691996e-08,6.145888352154292e-08,0,2,0,1,0,0,0,1,0,5.005065412690794e-07,2.213765237053015e-08,29.18,9.218,,11,,,,,,,,,,,
424,00424_grating,grating,256,256,2e-05,9.335312081542979e-07,4.06040998306463e-07,4.964454804829571e-07,1,2,0,0,0,0,1,1,0,,3.7452669364030145e-07,142.582,4.992,,,,26,,,,,3.759997553495783e-06,,,41.24,39.42
425,00425_smooth,smooth,256,256,5e-06,3.5880335853246695e-07,7.678079596954298e-08,2.1003853659153706e-07,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,4.857095013123146e-07,-3.3168081996735506e-07,,
426,00426_particles,particles,256,256,5e-06,3.983319113788478e-07,8.05071367788981e-08,8.11156996950391e-08,0,1,0,1,0,0,0,0,0,-1.9552565359858887e-08,,,,,42,,,,,,,,,,,
427,00427_grating,grating,256,256,5e-05,1.305948066284211e-06,5.622118227998767e-07,1.3076878244423067e-06,1,6,1,1,1,1,1,0,1,4.718288963706328e-06,,,,1.2217056734321265e-07,,9,31,,,5.390968984776319e-08,1.2197175939464665e-06,4.968854661697795e-06,1.50648802372683e-06,-3.2168847915457163e-06,134.66,8.44
428,00428_grating,grating,256,256,5e-06,3.478153579956705e-07,1.4932522991563738e-07,1.5141412615620544e-07,1,1,0,0,0,0,0,0,1,,,,,2.46199445239678e-08,,,,,,,,,,,64.13,14.34
429,00429_terraces,terraces,256,256,2e-05,4.873173855980194e-07,8.463795572480849e-08,8.952002890293604e-08,0,1,0,0,0,1,0,0,0,,,,,,,3,,6,,,3.5594027054745907e-07,,,,,
430,00430_lattice,lattice,256,256,5e-06,4.013773481565923e-07,1.0034618101474487e-07,4.0593499506990896e-07,1,2,1,0,0,0,1,0,0,,,,,,,,15,,,,,9.451994210112117e-07,-8.185624179613207e-07,1.0911180964356394e-06,35.48,14.26
431,00431_particles,particles,256,256,5e-05,4.3817490821120123e-07,8.229217904294069e-08,8.296503894085512e-08,0,1,0,0,0,1,0,0,0,,,,,,51,2,,,,,1.946004252301752e-07,,,,,
432,00432_terraces,terraces,256,256,5e-05,2.7253633336016356e-07,4.119133213808442e-08,1.072047850039354e-07,0,1,0,0,0,0,0,1,0,,1.3309715103417686e-07,0.08,7.685,,,,,6,,,,,,,,
433,00433_grating,grating,256,256,1e-05,1.1385249526386117e-06,5.014914330676642e-07,5.371866023444355e-07,1,3,0,1,0,0,1,1,0,3.2382733200207636e-07,2.2605462072918657e-07,12.915,6.022,,,,35,,,,,4.008434549131084e-06,,,85.68,12.89
434,00434_lattice,lattice,256,256,1e-05,6.741896940842141e-07,1.6854313850769135e-07,2.4898153200930433e-07,1,4,1,1,1,0,0,0,1,1.0867818049050492e-06,,,,6.17682513429329e-08,,,,,,6.172585933716412e-08,,,3.1609587578215774e-07,2.1378940052524336e-07,49.38,12.08
435,00435_particles,particles,256,256,1e-05,5.154530089750698e-07,9.334863412491933e-08,2.2447708834792003e-07,0,1,0,1,0,0,0,0,0,1.9966833829472636e-06,,,,,50,,,,,,,,,,,
436,00436_smooth,smooth,256,256,5e-06,1.3920870156436012e-06,3.0230649889568156e-07,1.0199657360510674e-06,0,2,1,0,0,0,1,0,0,,,,,,,,16,,,,,1.7212272492934518e-06,-4.309216163390479e-09,3.2764641268099973e-06,,
437,00437_grating,grating,256,256,5e-05,7.942622610856935e-07,3.468644599268432e-07,4.7398562393620617e-07,1,5,0,1,1,1,0,1,1,-1.5306544878364971e-06,3.226244813223469e-07,115.942,19.375,7.685647711185187e-08,,8,,,,1.1646553059689105e-07,1.5778759740752574e-07,,,,173.34,28.81
438,00438_lattice,lattice,256,256,5e-06,3.809300123898161e-07,9.519994748425507e-08,2.426554437265635e-07,1,5,1,1,0,0,1,1,1,-7.245442319887857e-07,1.028905882715486e-07,179.991,23.309,4.54202530208893e-08,,,8,,,,,2.087865478559987e-06,-5.528068172815175e-07,-3.814432454348628e-07,2.59,10.73
439,00439_lattice,lattice,256,256,5e-05,1.1738268768339937e-06,2.935438048312698e-07,3.417246277789913e-07,1,2,0,0,0,1,0,0,1,,,,,1.4732624374028876e-07,,5,,,,,6.935734957068314e-07,,,,18.24,10.49
440,00440_rough,rough,256,256,1e-05,1.2059582073981376e-06,1.9207890044648122e-07,8.282954534303961e-07,0,2,1,0,0,0,0,0,1,,,,,1.4765721866965846e-07,,,,,2.665,,,,7.059662369778412e-07,2.4222798447101467e-06,,
441,00441_smooth,smooth,256,256,5e-06,5.211168027902785e-07,1.0983342801120194e-07,1.6813054306035363e-07,0,2,0,0,1,1,0,0,0,,,,,,,12,,,,1.0901345157932086e-07,4.1185757329551314e-07,,,,,
442,00442_lattice,lattice,256,256,5e-06,6.546068802195611e-07,1.6366716115247573e-07,2.0763083543488418e-07,1,3,0,0,1,1,0,0,1,,,,,9.784037473935197e-08,,10,,,,6.805312667695118e-08,2.221345152003586e-07,,,,76.0,14.03
443,00443_smooth,smooth,256,256,2e-05,8.091159305102795e-07,1.742478458026434e-07,1.449726891880482e-07,0,3,1,0,0,0,0,1,1,,1.1561696699958079e-07,137.889,9.354,4.7580928227804434e-08,,,,,,,,,-6.89881198416841e-08,4.810332006673967e-07,,
444,00444_smooth,smooth,256,256,2e-05,1.2663350391887823e-06,2.710303673622745e-07,1.1223800219762594e-06,0,3,1,0,0,1,0,0,1,,,,,1.8493331574291535e-07,,2,,,,,1.2654459636355053e-06,,3.530280961471682e-06,2.9896132963481e-06,,
445,00445_rough,rough,256,256,2e-05,1.17610360807675e-06,2.235113144332656e-07,2.120037814641085e-07,0,1,0,1,0,0,0,0,0,2.7629896832434657e-06,,,,,,,,,3.498,,,,,,,
446,00446_smooth,smooth,256,256,2e-05,1.317902012817524e-06,3.1869888023037965e-07,3.171083211936856e-07,0,1,0,0,1,0,0,0,0,,,,,,,,,,,3.3792241014965586e-08,,,,,,
447,00447_terraces,terraces,256,256,1e-05,8.624301071907982e-08,2.1534219156314795e-08,1.0541653026822238e-07,0,4,1,0,0,1,1,1,0,,2.2947639398760138e-08,178.297,21.817,,,1,19,2,,,4.207224154790622e-08,4.3572015508010816e-07,2.558635272591901e-07,-2.384770964009556e-07,,
448,00448_grating,grating,256,256,2e-05,3.97810632660284e-07,1.7642558751118696e-07,2.041764681458979e-07,1,3,0,1,0,1,1,0,0,9.196090314694972e-07,,,,,,4,8,,,,4.2161080977733584e-07,1.562663508776669e-06,,,91.83,10.48
449,00449_particles,particles,256,256,5e-06,9.999747901018717e-08,1.944856359799858e-08,7.177814980303039e-08,0,2,1,0,1,0,0,0,0,,,,,,25,,,,,2.275650701373727e-08,,,-1.9628802671474835e-07,9.842633803803685e-08,,
450,00450_particles,particles,256,256,5e-05,7.350116694685209e-07,1.1381757265497584e-07,2.4566050511035407e-07,0,2,0,0,0,1,0,1,0,,2.991257164584312e-07,60.073,19.416,,28,7,,,,,4.4507113806424295e-07,,,,,
451,00451_terraces,terraces,256,256,1e-05,2.1809209946661585e-07,4.344461446453332e-08,1.1436143268347437e-07,0,4,0,1,0,0,1,1,1,-6.774043487016131e-07,9.73836500726214e-08,0.602,15.432,5.621459889310096e-09,,,32,3,,,,6.746617544297112e-07,,,,
452,00452_particles,particles,256,256,5e-06,2.620411494422556e-07,5.2863332398439793e-08,2.0725578548665275e-07,0,4,1,0,1,0,0,1,1,,2.5384325931550274e-08,31.16,25.222,3.2009187675485795e-08,42,,,,,1.5895508843561645e-08,,,-3.5913586618156666e-07,6.08967192227129e-07,,
453,00453_terraces,terraces,256,256,5e-05,6.960291985803478e-07,1.0895736762800829e-07,1.2996292950766093e-07,0,1,0,0,0,0,0,1,0,,1.0014748895918211e-07,62.519,6.233,,,,,5,,,,,,,,
454,00454_grating,grating,256,256,1e-05,6.051583055512563e-07,2.683737610281036e-07,3.135843908872468e-07,1,2,0,0,1,1,0,0,0,,,,,,,5,,,,1.4074179403463967e-07,6.962696582428192e-07,,,,17.74,26.09
455,00455_terraces,terraces,256,256,1e-05,3.1670633219649943e-07,7.775458218377665e-08,1.2423314460171314e-07,0,2,0,1,0,1,0,0,0,7.066418382538153e-07,,,,,,6,,2,,,6.555898207634775e-08,,,,,
456,00456_lattice,lattice,256,256,5e-05,5.117672688082882e-07,1.2792772091248937e-07,5.623366651303909e-07,1,5,1,1,1,0,0,1,1,-6.842461052553043e-07,2.3722384357430657e-07,131.683,23.107,4.2252435785762366e-08,,,,,,1.519758764893205e-07,,,-1.3585081112736038e-06,1.1055801539592192e-06,75.43,15.1
457,00457_rough,rough,256,256,5e-05,8.832596404390549e-07,1.0911092658230112e-07,1.7082743193804073e-07,0,2,0,0,0,0,0,1,1,,1.3001300938168204e-07,49.222,4.487,9.359313193439268e-08,,,,,2.192,,,,,,,
458,00458_particles,particles,256,256,5e-05,5.04283085617584e-07,7.677920380320526e-08,9.078598905875112e-08,0,3,0,0,0,0,1,1,1,,4.5677873630327525e-08,56.996,10.7,2.0369531459893954e-08,17,,36,,,,,1.2628042445390022e-06,,,,
459,00459_rough,rough,256,256,1e-05,4.178941089531547e-07,6.685155735054211e-08,1.4969581965161474e-07,0,4,0,1,1,0,1,0,1,-4.5951840125711934e-07,,,,3.166431594809676e-08,,,25,,3.27,1.272898421325049e-07,,1.0088984661672769e-06,,,,
460,00460_rough,rough,256,256,5e-06,1.1004844582896006e-06,1.9948624425820587e-07,7.230601220075379e-07,0,3,1,1,1,0,0,0,0,2.071555336432574e-06,,,,,,,,,3.297,1.5530989119926604e-07,,,1.074104000173834e-06,-1.987418456930765e-06,,
461,00461_particles,particles,256,256,1e-05,1.0970810317677904e-06,2.1131200891352457e-07,9.82759581862894e-07,0,3,1,1,0,1,0,0,0,-1.454439885142203e-06,,,,,49,4,,,,,2.440602991103233e-07,,1.4373845684038413e-06,2.7359077486315356e-06,,
462,00462_smooth,smooth,256,256,5e-06,5.622359945707749e-07,1.4020308416952177e-07,3.001277339285043e-07,0,5,1,0,1,1,1,0,1,,,,,3.228404632931534e-08,,6,23,,,1.0737834900109845e-07,3.5247114846175785e-07,1.2413006968960985e-06,4.3949130956576323e-07,3.8253848451727375e-07,,
463,00463_smooth,smooth,256,256,2e-05,5.512230032017043e-07,1.368308943505156e-07,1.6644447798436135e-07,0,1,0,0,1,0,0,0,0,,,,,,,,,,,1.0936177431533453e-07,,,,,,
464,00464_lattice,lattice,256,256,1e-05,5.251034346366227e-07,1.3129460331154952e-07,1.3491702628873795e-07,1,2,0,1,0,1,0,0,0,-6.118255145937392e-08,,,,,,3,,,,,3.005012044445006e-07,,,,21.29,10.01
465,00465_terraces,terraces,256,256,5e-05,1.3699553889582149e-06,3.4213867257683353e-07,1.4257516557414425e-06,0,6,1,0,1,1,1,1,1,,1.969539037332256e-07,69.298,15.439,1.3796203501517427e-07,,12,34,2,,4.2794307825187954e-07,8.016825168835478e-07,4.17081451641875e-06,-4.0570828337466345e-06,-9.95004355451062e-07,,
466,00466_smooth,smooth,256,256,2e-05,5.205513207088415e-07,1.1426908764223062e-07,1.291290984391542e-07,0,2,0,0,0,1,0,0,1,,,,,5.967624565590512e-08,,3,,,,,1.748807471572091e-07,,,,,
467,00467_smooth,smooth,256,256,1e-05,1.2443805063587901e-06,2.6474396763889987e-07,3.285897668973057e-07,0,3,0,0,1,0,1,1,0,,9.49904236250476e-08,62.678,15.149,,,,14,,,1.3004585419122528e-07,,6.438876085077425e-06,,,,
468,00468_particles,particles,256,256,5e-05,1.097267484301456e-06,1.562293311241143e-07,3.9013007667757927e-07,0,2,0,0,0,0,0,1,1,,4.621263359647392e-07,88.99,16.481,1.4190225900112362e-07,14,,,,,,,,,,,
469,00469_particles,particles,256,256,5e-05,9.396873459162423e-07,1.5286694085930408e-07,1.6012528358015969e-07,0,2,0,0,1,1,0,0,0,,,,,,11,3,,,,2.805366635760203e-08,5.314869695795563e-07,,,,,
470,00470_particles,particles,256,256,1e-05,1.7757075889749596e-07,3.0611957015735165e-08,7.034932488060342e-08,0,3,0,1,1,0,1,0,0,1.4456558363190153e-07,,,,,55,,5,,,6.053458697178829e-08,,8.529266212953503e-07,,,,
471,00471_terraces,terraces,256,256,5e-05,1.2145316295955085e-06,2.2449626983090255e-07,1.0867100856969522e-06,0,3,1,0,0,1,1,0,0,,,,,,,6,12,4,,,1.3387206477000243e-06,2.628863511228117e-06,-3.4261234447913105e-06,-1.0453648449838164e-06,,
472,00472_rough,rough,256,256,2e-05,1.3808202251678431e-06,1.5739616839227318e-07,4.9096887261245e-07,0,4,0,0,1,1,1,0,1,,,,,1.8465192748409612e-07,,5,14,,2.056,4.4637420547226015e-07,8.669011765994998e-07,6.311235194986211e-06,,,,
473,00473_particles,particles,256,256,2e-05,1.391405386313632e-06,2.8561948942616307e-07,1.3280245646419699e-06,0,5,1,1,1,0,0,1,1,4.178997359543686e-06,4.000344655358715e-07,142.283,15.064,1.8459858373994685e-08,34,,,,,3.4231511536937256e-07,,,3.862478337053899e-06,1.857200906192935e-07,,
474,00474_smooth,smooth,256,256,2e-05,5.199107325810807e-07,1.1227345364257358e-07,2.615515105986787e-07,0,4,0,1,0,0,1,1,1,-1.8348136332255488e-06,1.1682414330266683e-07,173.916,17.462,3.944110707361748e-08,,,34,,,,,8.891225523088054e-07,,,,
475,00475_lattice,lattice,256,256,1e-05,1.1942005670590937e-06,2.985469397711535e-07,7.55830358381804e-07,1,2,1,0,0,0,0,0,1,,,,,1.5896423949820317e-07,,,,,,,,,-2.2626775839828844e-06,-6.081550390645068e-07,34.4,14.27
476,00476_rough,rough,256,256,1e-05,1.2838616227197254e-06,1.654248389007611e-07,9.179659693914452e-07,0,6,1,1,0,1,1,1,1,3.498845501804967e-06,5.177706567512662e-07,92.354,24.465,3.157757164344296e-08,,9,1,,2.031,,9.321472752320624e-07,6.433910972764912e-06,-1.6854200007768507e-06,-1.6540361706056327e-06,,
477,00477_particles,particles,256,256,5e-05,2.1523496267280542e-07,2.6719921652167967e-08,1.969045283387345e-07,0,3,1,0,0,1,1,0,0,,,,,,9,3,18,,,,2.4410958979746873e-07,1.1753044623486067e-06,4.016886153163639e-07,5.340604148492731e-07,,
478,00478_lattice,lattice,256,256,5e-05,8.973692419874676e-07,2.24347172054149e-07,3.6911640721291195e-07,1,6,1,1,1,0,1,1,1,9.179138375528342e-07,2.4619819084141544e-07,24.808,6.137,1.0701694946537133e-07,,,1,,,2.735842049283382e-08,,2.5748199475366152e-06,-3.3695213952989496e-07,5.155247646929581e-07,85.38,11.87
479,00479_terraces,terraces,256,256,2e-05,5.222143549377158e-07,9.592065739997003e-08,4.044005405174239e-07,0,4,1,1,1,1,0,0,0,-1.7771807651809175e-06,,,,,,7,,3,,1.5218217983040725e-07,4.4637966088692787e-07,,-1.2230223851835862e-07,-1.226379377479688e-06,,
480,00480_lattice,lattice,256,256,2e-05,7.71519347201756e-07,1.9306427513282004e-07,6.172685362708631e-07,1,2,1,0,0,1,0,0,0,,,,,,,8,,,,,8.955171991295996e-07,,1.145890431140893e-06,1.550330269221718e-06,51.52,13.88
481,00481_grating,grating,256,256,1e-05,4.3988460938885873e-07,1.9166555500133333e-07,2.6251593363235643e-07,1,5,0,1,1,1,0,1,1,1.0390128182825895e-06,1.2242414062022208e-07,171.722,28.566,3.707495177697373e-08,,1,,,,9.604239386322232e-08,2.0572599217218904e-07,,,,142.06,29.28
482,00482_terraces,terraces,256,256,5e-05,9.911512778104988e-07,2.475209170207105e-07,4.4415972104237316e-07,0,4,0,0,1,1,1,1,0,,3.969493729713394e-07,36.243,21.375,,,10,11,2,,1.5612850220116186e-07,9.769958080900089e-07,2.4886312419811347e-06,,,,
483,00483_grating,grating,256,256,5e-06,1.3986987595687338e-06,6.189458041327035e-07,7.736083612733616e-07,1,2,0,0,1,0,0,0,1,,,,,2.062592690460735e-07,,,,,,4.1352031119023077e-07,,,,,130.02,10.33
484,00484_smooth,smooth,256,256,5e-06,2.0463831037524403e-07,4.8998680478809406e-08,2.2260605295091657e-07,0,3,1,0,0,1,0,0,1,,,,,1.5757153077701683e-08,,1,,,,,7.356674573250983e-08,,5.228999221228259e-07,-3.9880834442587767e-07,,
485,00485_particles,particles,256,256,5e-05,7.491241527398422e-07,1.1412524098950657e-07,3.9524001927687326e-07,0,4,0,1,1,1,0,1,0,-1.838877733209736e-06,2.1281478120502196e-07,62.501,26.228,,18,9,,,,2.543195097313021e-07,5.360442869955479e-07,,,,,
486,00486_smooth,smooth,256,256,5e-06,1.2249846370467117e-06,2.565613574584497e-07,4.984222040592727e-07,0,4,1,0,0,1,1,1,0,,2.7877159183159233e-07,159.308,18.013,,,3,12,,,,4.2363366875132294e-07,2.983602167761971e-06,-2.3238537240977274e-06,1.2831817599837428e-07,,
487,00487_grating,grating,256,256,5e-05,1.048652907970581e-06,4.5068286401451425e-07,8.003026949977188e-07,1,2,1,0,0,0,1,0,0,,,,,,,,4,,,,,4.493600092987291e-06,-2.1903006015240207e-06,-6.600598861017575e-07,125.31,18.23
488,00488_particles,particles,256,256,5e-06,6.210063653361638e-07,1.0104190109790206e-07,1.1433310295342726e-07,0,2,0,0,0,1,1,0,0,,,,,,29,5,11,,,,3.406193872885001e-07,3.268005771495697e-06,,,,
489,00489_grating,grating,256,256,1e-05,9.098480117541151e-07,4.029498049171042e-07,4.426540067671239e-07,1,4,0,0,1,1,0,1,1,,1.3881732025316318e-07,121.621,24.798,3.101666924990072e-08,,9,,,,1.4272799478715961e-07,1.7603834826738622e-07,,,,168.17,21.43
490,00490_smooth,smooth,256,256,1e-05,3.530393290806185e-07,7.855883931248923e-08,3.536929010112319e-07,0,4,1,1,0,0,0,1,1,-2.0254555765184466e-07,1.3720039816125215e-07,178.849,28.584,1.6117515977104306e-08,,,,,,,,,1.055163420602967e-06,-1.4424112074116276e-07,,
491,00491_terraces,terraces,256,256,5e-05,7.429503628731392e-07,1.3093645524874998e-07,1.4699667815532824e-07,0,1,0,0,0,1,0,0,0,,,,,,,8,,5,,,5.830366728311048e-07,,,,,
492,00492_rough,rough,256,256,2e-05,1.2727788249946168e-06,1.7854010286370918e-07,2.122657681678528e-07,0,1,0,0,0,1,0,0,0,,,,,,,10,,,2.654,,6.877622871650803e-07,,,,,
493,00493_particles,particles,256,256,2e-05,1.443494603103721e-07,2.0660621846649794e-08,2.7718276724887023e-08,0,2,0,0,0,0,0,1,1,,1.1058155572393986e-08,26.283,28.536,1.6439936572902023e-08,55,,,,,,,,,,,
494,00494_particles,particles,256,256,1e-05,2.066628805775368e-07,3.2283667136046696e-08,1.815851678185982e-07,0,5,1,0,0,1,1,1,1,,4.8839747806089586e-08,115.357,13.959,1.222511330487557e-08,40,7,32,,,,1.7366241402049976e-07,6.614153892097633e-07,5.803351414384594e-07,-1.7159164274838423e-07,,
495,00495_lattice,lattice,256,256,5e-05,9.36430391579375e-07,2.341158632909975e-07,7.490332769279909e-07,1,4,1,1,1,0,0,0,1,3.498310363034206e-06,,,,1.7832269837004124e-08,,,,,,7.143528995223928e-08,,,1.2474520814864272e-07,-2.068382668576107e-06,71.49,10.32
496,00496_lattice,lattice,256,256,2e-05,2.5897642184441746e-07,6.476935674104514e-08,9.209918735876947e-08,1,3,0,0,0,1,0,1,1,,7.142125012197143e-08,43.702,19.565,3.647953195632459e-08,,4,,,,,2.389550797219155e-07,,,,19.02,23.03
497,00497_terraces,terraces,256,256,5e-05,1.228281628983134e-06,1.8118031778430732e-07,1.0156055658730227e-06,0,3,1,0,0,1,1,0,0,,,,,,,1,10,5,,,4.136726625694654e-07,7.265527533639813e-06,6.550438961473802e-07,-3.333922179473695e-06,,
498,00498_rough,rough,256,256,1e-05,7.288651247049475e-07,1.399938489214436e-07,6.904786552094739e-07,0,5,1,0,1,1,1,1,0,,2.5049310908018854e-08,87.313,27.176,,,9,30,,3.245,1.5369706152493297e-08,7.455046452492461e-07,1.4318643313426548e-06,1.4366176640992158e-06,-2.1180881604690203e-06,,
499,00499_smooth,smooth,256,256,1e-05,1.314347137725753e-06,2.7409436360904013e-07,2.7409436360904013e-07,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
